,SourceIP,DestinationIP,SourcePort,DestinationPort,Protocol,Duration,Sent_per_Flow,received_per_Flow,Total_Bytes_used_for_Headers
1359,192.168.43.20,91.239.157.136,48276,https,TCP,1646094939.990059,66,0,52
1360,195.181.164.178,192.168.43.20,https,33592,TCP,1646094939.990245,0,1454,1440
1361,192.168.43.20,195.181.164.178,33592,https,TCP,1646094939.990258,66,0,52
1362,195.181.164.178,192.168.43.20,https,33592,TCP,1646094939.990436,0,1454,1440
1363,192.168.43.20,195.181.164.178,33592,https,TCP,1646094939.990441,66,0,52
1364,195.181.164.178,192.168.43.20,https,33592,TCP,1646094939.990642,0,1454,1440
1365,192.168.43.20,195.181.164.178,33592,https,TCP,1646094939.990654,66,0,52
1366,195.181.164.178,192.168.43.20,https,33592,TCP,1646094939.991348,0,1454,1440
1367,192.168.43.20,195.181.164.178,33592,https,TCP,1646094939.991383,66,0,52
1368,94.130.124.120,192.168.43.20,https,35352,TCP,1646094939.991975,0,106,92
1369,192.168.43.20,94.130.124.120,35352,https,TCP,1646094939.992013,66,0,52
1370,195.181.164.178,192.168.43.20,https,33592,TCP,1646094939.992245,0,1454,1440
1371,192.168.43.20,195.181.164.178,33592,https,TCP,1646094939.992368,66,0,52
1372,195.181.164.178,192.168.43.20,https,33592,TCP,1646094939.992507,0,1454,1440
1373,192.168.43.20,195.181.164.178,33592,https,TCP,1646094939.992517,66,0,52
1374,195.181.164.178,192.168.43.20,https,33592,TCP,1646094939.996649,0,1454,1440
1375,192.168.43.20,195.181.164.178,33592,https,TCP,1646094939.996682,66,0,52
1376,195.181.164.178,192.168.43.20,https,33592,TCP,1646094939.997228,0,1454,1440
1377,192.168.43.20,195.181.164.178,33592,https,TCP,1646094939.997261,66,0,52
1378,192.168.43.20,91.239.157.136,48276,https,TCP,1646094939.998286,97,0,83
1379,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.02537,0,1454,1440
1380,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.025443,66,0,52
1381,151.101.129.181,192.168.43.20,https,42814,TCP,1646094940.025468,0,66,52
1382,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.026201,0,1454,1440
1383,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.02624,66,0,52
1384,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.027515,0,1454,1440
1385,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.027545,66,0,52
1386,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.027747,0,1454,1440
1387,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.027756,66,0,52
1388,151.101.129.181,192.168.43.20,https,42814,TCP,1646094940.028627,0,1454,1440
1389,192.168.43.20,151.101.129.181,42814,https,TCP,1646094940.028689,66,0,52
1390,151.101.129.181,192.168.43.20,https,42814,TCP,1646094940.030715,0,1454,1440
1391,192.168.43.20,151.101.129.181,42814,https,TCP,1646094940.030749,66,0,52
1392,151.101.129.181,192.168.43.20,https,42814,TCP,1646094940.030956,0,1454,1440
1393,192.168.43.20,151.101.129.181,42814,https,TCP,1646094940.03097,66,0,52
1394,151.101.129.181,192.168.43.20,https,42814,TCP,1646094940.031119,0,657,643
1395,192.168.43.20,151.101.129.181,42814,https,TCP,1646094940.031125,66,0,52
1396,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.031395,0,1454,1440
1397,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.031405,66,0,52
1398,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.031658,0,1454,1440
1399,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.031668,66,0,52
1400,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.034655,0,1454,1440
1401,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.034685,66,0,52
1402,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.034828,0,1454,1440
1403,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.034834,66,0,52
1404,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.038933,0,1454,1440
1405,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.03897,66,0,52
1406,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.039193,0,1454,1440
1407,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.039208,66,0,52
1408,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.041203,0,1454,1440
1409,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.041237,66,0,52
1410,192.168.43.20,151.101.129.181,42814,https,TCP,1646094940.044903,159,0,145
1411,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.052306,0,1454,1440
1412,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.052339,66,0,52
1413,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.052431,0,1454,1440
1414,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.052437,66,0,52
1415,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.052856,0,1454,1440
1416,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.052864,66,0,52
1417,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.053019,0,1454,1440
1418,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.053023,66,0,52
1419,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.054929,0,1454,1440
1420,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.054958,66,0,52
1421,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.055179,0,1454,1440
1422,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.055188,66,0,52
1423,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.059075,0,1454,1440
1424,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.059113,66,0,52
1425,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.059288,0,1454,1440
1426,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.059294,66,0,52
1427,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.060244,0,1454,1440
1428,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.060273,66,0,52
1429,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.060471,0,1454,1440
1430,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.060476,66,0,52
1431,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.060753,0,1454,1440
1432,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.060765,66,0,52
1433,94.130.124.125,192.168.43.20,https,41044,TCP,1646094940.060838,0,66,52
1434,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.061015,0,1454,1440
1435,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.061025,66,0,52
1436,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.061272,0,1454,1440
1437,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.061276,66,0,52
1438,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.063556,0,1454,1440
1439,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.063566,66,0,52
1440,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.063836,0,1454,1440
1441,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.063848,66,0,52
1442,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.064582,0,1454,1440
1443,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.064604,66,0,52
1444,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.064834,0,1454,1440
1445,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.064841,66,0,52
1446,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.066955,0,1454,1440
1447,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.06699,66,0,52
1448,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.068621,0,1454,1440
1449,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.068656,66,0,52
1450,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.069169,0,1454,1440
1451,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.069194,66,0,52
1452,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.071125,0,1454,1440
1453,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.071157,66,0,52
1454,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.071344,0,1454,1440
1455,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.071352,66,0,52
1456,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.071617,0,1454,1440
1457,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.07163,66,0,52
1458,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.08112,0,1454,1440
1459,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.081154,66,0,52
1460,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.08139,0,1454,1440
1461,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.081407,66,0,52
1462,195.181.164.178,192.168.43.20,https,33592,TCP,1646094940.081422,0,352,338
1463,192.168.43.20,195.181.164.178,33592,https,TCP,1646094940.081454,66,0,52
1464,94.130.124.125,192.168.43.20,https,41044,TCP,1646094940.081503,0,128,114
1465,192.168.43.20,94.130.124.125,41044,https,TCP,1646094940.08151,66,0,52
1466,94.130.124.125,192.168.43.20,https,41044,TCP,1646094940.081519,0,66,52
1467,192.168.43.20,94.130.124.125,41044,https,TCP,1646094940.08191,97,0,83
1468,104.21.45.16,192.168.43.20,443,51887,UDP,1646094940.081984,0,73,59
1469,91.239.157.136,192.168.43.20,https,48276,TCP,1646094940.082255,0,1454,1440
1470,91.239.157.136,192.168.43.20,https,48276,TCP,1646094940.083227,0,1454,1440
1471,192.168.43.20,91.239.157.136,48276,https,TCP,1646094940.083255,66,0,52
1472,91.239.157.136,192.168.43.20,https,48276,TCP,1646094940.091277,0,1454,1440
1473,91.239.157.136,192.168.43.20,https,48276,TCP,1646094940.091507,0,1454,1440
1474,192.168.43.20,91.239.157.136,48276,https,TCP,1646094940.091529,66,0,52
1475,94.130.124.125,192.168.43.20,https,41044,TCP,1646094940.091891,0,97,83
1476,192.168.43.20,94.130.124.125,41044,https,TCP,1646094940.091899,66,0,52
1477,94.130.124.125,192.168.43.20,https,41044,TCP,1646094940.10328,0,1454,1440
1478,192.168.43.20,94.130.124.125,41044,https,TCP,1646094940.103312,66,0,52
1479,94.130.124.125,192.168.43.20,https,41044,TCP,1646094940.103414,0,1095,1081
1480,192.168.43.20,94.130.124.125,41044,https,TCP,1646094940.103419,66,0,52
1481,151.101.65.181,192.168.43.20,https,33496,TCP,1646094940.10352,0,66,52
1482,192.168.43.20,104.21.45.16,51887,443,UDP,1646094940.104142,86,0,72
1483,151.101.65.181,192.168.43.20,https,33496,TCP,1646094940.107768,0,324,310
1484,192.168.43.20,151.101.65.181,33496,https,TCP,1646094940.107803,66,0,52
1485,192.168.43.20,151.101.65.181,33496,https,TCP,1646094940.109526,260,0,246
1486,91.239.157.136,192.168.43.20,https,48276,TCP,1646094940.122193,0,1454,1440
1487,91.239.157.136,192.168.43.20,https,48276,TCP,1646094940.122323,0,1454,1440
1488,91.239.157.136,192.168.43.20,https,48276,TCP,1646094940.122691,0,1454,1440
1489,91.239.157.136,192.168.43.20,https,48276,TCP,1646094940.122697,0,121,107
1490,192.168.43.20,91.239.157.136,48276,https,TCP,1646094940.124109,66,0,52
1491,151.101.129.181,192.168.43.20,https,42814,TCP,1646094940.137122,0,66,52
1492,151.101.129.181,192.168.43.20,https,42814,TCP,1646094940.137215,0,324,310
1493,192.168.43.20,151.101.129.181,42814,https,TCP,1646094940.137238,66,0,52
1494,192.168.43.20,151.101.129.181,42814,https,TCP,1646094940.139513,243,0,229
1495,192.168.43.20,151.101.129.181,42814,https,TCP,1646094940.139558,324,0,310
1496,91.239.157.136,192.168.43.20,https,48276,TCP,1646094940.162055,0,66,52
1497,94.130.124.125,192.168.43.20,https,41044,TCP,1646094940.19184,0,66,52
1498,151.101.129.181,192.168.43.20,https,42814,TCP,1646094940.234119,0,66,52
1499,151.101.129.181,192.168.43.20,https,42814,TCP,1646094940.234196,0,132,118
1500,192.168.43.20,151.101.129.181,42814,https,TCP,1646094940.234216,66,0,52
1501,192.168.43.20,151.101.129.181,42814,https,TCP,1646094940.234453,104,0,90
1502,151.101.129.181,192.168.43.20,https,42814,TCP,1646094940.245089,0,66,52
1503,151.101.129.181,192.168.43.20,https,42814,TCP,1646094940.255741,0,1454,1440
1504,151.101.129.181,192.168.43.20,https,42814,TCP,1646094940.255879,0,1454,1440
1505,192.168.43.20,151.101.129.181,42814,https,TCP,1646094940.255986,66,0,52
1506,151.101.129.181,192.168.43.20,https,42814,TCP,1646094940.257909,0,1454,1440
1507,151.101.129.181,192.168.43.20,https,42814,TCP,1646094940.258155,0,1454,1440
1508,192.168.43.20,151.101.129.181,42814,https,TCP,1646094940.258171,66,0,52
1509,151.101.129.181,192.168.43.20,https,42814,TCP,1646094940.25842,0,1454,1440
1510,151.101.129.181,192.168.43.20,https,42814,TCP,1646094940.258586,0,1454,1440
1511,192.168.43.20,151.101.129.181,42814,https,TCP,1646094940.258594,66,0,52
1512,151.101.129.181,192.168.43.20,https,42814,TCP,1646094940.258752,0,1454,1440
1513,151.101.129.181,192.168.43.20,https,42814,TCP,1646094940.258918,0,1454,1440
1514,192.168.43.20,151.101.129.181,42814,https,TCP,1646094940.258927,66,0,52
1515,151.101.65.181,192.168.43.20,https,33496,TCP,1646094940.259024,0,66,52
1516,151.101.65.181,192.168.43.20,https,33496,TCP,1646094940.259035,0,132,118
1517,192.168.43.20,151.101.65.181,33496,https,TCP,1646094940.25904,66,0,52
1518,192.168.43.20,151.101.65.181,33496,https,TCP,1646094940.259235,97,0,83
1519,151.101.129.181,192.168.43.20,https,42814,TCP,1646094940.259322,0,1454,1440
1520,192.168.43.20,151.101.65.181,33496,https,TCP,1646094940.259356,66,0,52
1521,151.101.129.181,192.168.43.20,https,42814,TCP,1646094940.25958,0,1454,1440
1522,192.168.43.20,151.101.129.181,42814,https,TCP,1646094940.260029,66,0,52
1523,151.101.129.181,192.168.43.20,https,42814,TCP,1646094940.261766,0,1454,1440
1524,151.101.129.181,192.168.43.20,https,42814,TCP,1646094940.262007,0,1454,1440
1525,192.168.43.20,151.101.129.181,42814,https,TCP,1646094940.262023,66,0,52
1526,151.101.129.181,192.168.43.20,https,42814,TCP,1646094940.268375,0,1454,1440
1527,151.101.129.181,192.168.43.20,https,42814,TCP,1646094940.268518,0,743,729
1528,192.168.43.20,151.101.129.181,42814,https,TCP,1646094940.268554,66,0,52
1529,151.101.129.181,192.168.43.20,https,42814,TCP,1646094940.330916,0,66,52
1530,151.101.65.181,192.168.43.20,https,33496,TCP,1646094940.414828,0,66,52
1531,151.101.65.181,192.168.43.20,https,33496,TCP,1646094940.414941,0,66,52
1532,151.101.65.181,192.168.43.20,https,33496,TCP,1646094940.415014,0,97,83
1533,192.168.43.20,151.101.65.181,33496,https,TCP,1646094940.415042,54,0,40
1534,151.101.65.181,192.168.43.20,https,33496,TCP,1646094940.416528,0,66,52
1535,192.168.43.20,151.101.65.181,33496,https,TCP,1646094940.416559,54,0,40
1536,74.125.206.189,192.168.43.20,https,41182,TCP,1646094940.521064,0,119,105
1537,192.168.43.20,74.125.206.189,41182,https,TCP,1646094940.52115,66,0,52
1538,192.168.43.20,10.10.34.36,34276,https,TCP,1646094940.601814,74,0,60
1539,192.168.43.20,10.10.34.36,34278,https,TCP,1646094940.825759,74,0,60
1540,192.168.43.20,185.51.200.2,46974,domain,UDP,1646094941.29004,73,0,59
1541,192.168.43.20,185.51.200.2,36245,domain,UDP,1646094941.290181,73,0,59
1542,192.168.43.20,185.51.200.2,42012,domain,UDP,1646094941.293838,86,0,72
1543,192.168.43.20,185.51.200.2,46752,domain,UDP,1646094941.310868,84,0,70
1544,192.168.43.20,52.222.174.113,57302,https,TCP,1646094941.319628,351,0,337
1545,192.168.43.20,151.101.1.181,48568,https,TCP,1646094941.321736,164,0,150
1546,192.168.43.20,151.101.1.181,48568,https,TCP,1646094941.323241,164,0,150
1547,192.168.43.20,151.101.1.181,48568,https,TCP,1646094941.3249,164,0,150
1548,192.168.43.20,151.101.1.181,48568,https,TCP,1646094941.327015,165,0,151
1549,192.168.43.20,151.101.1.181,48568,https,TCP,1646094941.328712,170,0,156
1550,185.51.200.2,192.168.43.20,domain,42012,UDP,1646094941.33023,0,147,133
1551,185.51.200.2,192.168.43.20,domain,46752,UDP,1646094941.333477,0,165,151
1552,192.168.43.20,151.101.129.181,42814,https,TCP,1646094941.357932,167,0,153
1553,192.168.43.20,151.101.129.181,42814,https,TCP,1646094941.368302,108,0,94
1554,192.168.43.20,185.51.200.2,44156,domain,UDP,1646094941.370958,77,0,63
1555,192.168.43.20,195.181.164.178,33592,https,TCP,1646094941.378469,177,0,163
1556,192.168.43.20,195.181.164.178,33592,https,TCP,1646094941.380059,101,0,87
1557,185.51.200.2,192.168.43.20,domain,44156,UDP,1646094941.393834,0,77,63
1558,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.421662,0,66,52
1559,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.422396,0,1454,1440
1560,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.422558,0,1454,1440
1561,192.168.43.20,151.101.1.181,48568,https,TCP,1646094941.422579,66,0,52
1562,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.422831,0,1454,1440
1563,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.422985,0,590,576
1564,192.168.43.20,151.101.1.181,48568,https,TCP,1646094941.422996,66,0,52
1565,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.424834,0,66,52
1566,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.425076,0,1454,1440
1567,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.42524,0,1454,1440
1568,192.168.43.20,151.101.1.181,48568,https,TCP,1646094941.425261,66,0,52
1569,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.425504,0,1454,1440
1570,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.425782,0,1454,1440
1571,192.168.43.20,151.101.1.181,48568,https,TCP,1646094941.425807,66,0,52
1572,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.427097,0,1454,1440
1573,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.427333,0,1454,1440
1574,192.168.43.20,151.101.1.181,48568,https,TCP,1646094941.427358,66,0,52
1575,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.428156,0,1454,1440
1576,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.428409,0,1454,1440
1577,192.168.43.20,151.101.1.181,48568,https,TCP,1646094941.428431,66,0,52
1578,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.430224,0,1454,1440
1579,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.430477,0,1454,1440
1580,192.168.43.20,151.101.1.181,48568,https,TCP,1646094941.430497,66,0,52
1581,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.432603,0,1454,1440
1582,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.433432,0,1454,1440
1583,192.168.43.20,151.101.1.181,48568,https,TCP,1646094941.433475,66,0,52
1584,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.434721,0,1454,1440
1585,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.435541,0,1454,1440
1586,192.168.43.20,151.101.1.181,48568,https,TCP,1646094941.435587,66,0,52
1587,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.43635,0,1454,1440
1588,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.436587,0,1454,1440
1589,192.168.43.20,151.101.1.181,48568,https,TCP,1646094941.436633,66,0,52
1590,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.43819,0,1454,1440
1591,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.439427,0,1454,1440
1592,192.168.43.20,151.101.1.181,48568,https,TCP,1646094941.439466,66,0,52
1593,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.441061,0,1454,1440
1594,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.441247,0,1454,1440
1595,192.168.43.20,151.101.1.181,48568,https,TCP,1646094941.441278,66,0,52
1596,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.442071,0,1454,1440
1597,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.442985,0,1454,1440
1598,192.168.43.20,151.101.1.181,48568,https,TCP,1646094941.443024,66,0,52
1599,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.444268,0,1454,1440
1600,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.444492,0,1454,1440
1601,192.168.43.20,151.101.1.181,48568,https,TCP,1646094941.444519,66,0,52
1602,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.444755,0,1454,1440
1603,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.445597,0,1454,1440
1604,192.168.43.20,151.101.1.181,48568,https,TCP,1646094941.445643,66,0,52
1605,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.446477,0,1454,1440
1606,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.446699,0,1454,1440
1607,192.168.43.20,151.101.1.181,48568,https,TCP,1646094941.446721,66,0,52
1608,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.447885,0,1454,1440
1609,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.448548,0,1454,1440
1610,192.168.43.20,151.101.1.181,48568,https,TCP,1646094941.448576,66,0,52
1611,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.450278,0,1454,1440
1612,151.101.1.181,192.168.43.20,https,48568,TCP,1646094941.450485,0,1454,1440
